Name; Blog; Error; Improved; new URL; accessable
Football Stadium Mashup;null;No link;false;;false
Football Viewer;null;No link;false;;false
Footfeed API;http://blog.footfeed.com/;-;true;http://footfeed.com;true
Footprint Services API;null;No link;false;;false
Footprints API;null;No link;false;;false
For Sale By Owner;null;No link;false;;false
For Sale by Owner Center;null;No link;false;;false
For Wanted API;http://blog.forwanted.com/;-;true;http://forwanted.com;true
ForSWOR API;null;No link;false;;false
ForWhereIAm API;null;No link;false;;false
Forage City API;null;No link;false;;false
Forbes List of Expensive Preschools;null;No link;false;;false
ForceBrain DocuSign Integration;null;No link;false;;false
Ford API;http://media.ford.com/news/;-;true;http://ford.com;true
Ford Fiesta Movement Mapped;null;No link;false;;false
Foreca API;null;No link;false;;false
Forecast API;http://blog.forecast.io/;-;false;;false
Foreclosure Locator;null;No link;false;;false
Foreclosure Radar;null;No link;false;;false
ForeclosureListings.com API;http://www.foreclosurelistings.com/blog/;java.net.SocketTimeoutException;false;;false
Foreign and Commonwealth Office Travel Advice Map;null;No link;false;;false
ForeignAssistance.gov API;null;No link;false;;false
Forex API;null;No link;false;;false
ForexYard API;http://www.forexyard.com/blog/en/;-;true;http://forexyard.com;true
Forgetful App;null;No link;false;;false
Fork CMS API;http://www.fork-cms.com/blog;-;false;;false
Form Assembly API;http://www3.formassembly.com/blog/;-;false;;false
Form CheckUtils API;null;No link;false;;false
FormAssembly API;http://formassembly.com/blog/;-;false;;false
FormLizard API;http://www.formlizard.com/blog/;java.net.ConnectException;false;;false
FormSite API;http://www.formsite.com/blog/;-;true;http://formsite.com;true
Format Festival 09;null;No link;false;;false
Formhub API;http://blog.formhub.org/;-;false;;false
Formspring API;null;No link;false;;false
Formstack API;null;No link;false;;false
Formstack Calendar;null;No link;false;;false
Formstack Mapping;null;No link;false;;false
Formstack Spreadsheets;null;No link;false;;false
Formstack to BatchBook;null;No link;false;;false
Formula One Grand Prix Circuit;null;No link;false;;false
Forni.ca API;null;No link;false;;false
Forrst API;null;No link;false;;false
Fortumo Mobile Payments API;http://blog.fortumo.com/;-;true;http://fortumo.com;true
Fortune 100 Best Companies Map;null;No link;false;;false
Fortune3 Shopping Cart API;http://www.fortune3.com/blog/;-;true;http://fortune3.com;true
Forté Group API;http://www.4tegroup.com/blog;-;true;http://4tegroup.com;true
Forum Search;null;No link;false;;false
Forumsquare;null;No link;false;;false
Forumsquare;null;No link;false;;false
Forvo API;http://pronuncionary.com/;java.net.UnknownHostException;true;http://pronuncionary.com;false
Fosbury API;http://blog.fosbury.co/;-;true;http://fosbury.co;true
Fotki API;http://journals.fotki.com/fotkicom/fotkiblog/;-;false;;false
FotoFlexer API;null;No link;false;;false
FotoFuze;null;No link;false;;false
FotoNotes API;http://www.fotonotes.com/category/blog/;-;true;http://fotonotes.com;true
FotoViewr;null;No link;false;;false
FotoZap API;null;No link;false;;false
Fotobabble API;http://www.fotobabble.net/;-;true;http://fotobabble.net;true
Fotobabble Business Marketing Collection;null;No link;false;;false
Fotogopo;null;No link;false;;false
Fotoland;null;No link;false;;false
Fotolia API;http://blog.fotolia.com/us/;-;false;;false
Fotolia Mobilized;null;No link;false;;false
Fotomoto API;http://blog.fotomoto.com/;-;false;;false
FotosCES;null;No link;false;;false
FoundationDB API;null;No link;false;;false
Fourpocalypse Now;null;No link;false;;false
Foursquare Check-in Deals;null;No link;false;;false
FoxMetrics API;http://foxmetrics.com/Blog;java.net.UnknownHostException;true;http://foxmetrics.com;false
FoxTranscribe API;null;No link;false;;false
Foxcentral News Service API;null;No link;false;;false
Foxrate API;null;No link;false;;false
Foxweave API;http://www.foxweave.com/blog/;-;true;http://foxweave.com;true
FoxyCart API;http://www.foxycart.com/blog-entries.html;-;false;;false
FoxyMap;null;No link;false;;false
FoxyTunes Planet;null;No link;false;;false
Fractal API;null;No link;false;;false
Fragmento API;null;No link;false;;false
Framebase API;http://blog.framebase.io/;-;true;http://framebase.io;true
Frameshow.com ecards;null;No link;false;;false
Framesocket API;http://blog.framesocket.com/;-;false;;false
Framey API;null;No link;false;;false
France CyberGites;null;No link;false;;false
Franglo API;null;No link;false;;false
Franklin County PVA Property Values;null;No link;false;;false
Frappr!;null;No link;false;;false
FraudAssets API;null;No link;false;;false
FraudLabs AreaCodeWorld NPA NXX Area Code API;null;No link;false;;false
FraudLabs BrowserObject Browser Detection API;null;No link;false;;false
FraudLabs Credit Card Fraud Detection API;null;No link;false;;false
FraudLabs IP2Currency API;null;No link;false;;false
FraudLabs IP2Location API;null;No link;false;;false
FraudLabs IP2Proxy API;null;No link;false;;false
FraudLabs MailBox Validator API;null;No link;false;;false
FraudLabs Mexico Postal Code API;null;No link;false;;false
FraudLabs Pro Fraud Prevention API;null;No link;false;;false
FraudLabs ZIPCodeWorld United States API;null;No link;false;;false
Freak CMS User-agents API;http://user-agents.freakcms.com;-;true;http://freakcms.com;true
Freak Streets;null;No link;false;;false
Freally;null;No link;false;;false
Freckle API;http://letsfreckle.com/blog/;-;false;;false
Free Around;null;No link;false;;false
Free Campsites;null;No link;false;;false
Free Conferencing;null;No link;false;;false
Free Content Articles API;null;No link;false;;false
Free Influencer;null;No link;false;;false
Free Museums in Paris;null;No link;false;;false
Free Music Archive API;null;No link;false;;false
Free Postcode Maps;null;No link;false;;false
Free Printables Online - Kidsuki.CoM;null;No link;false;;false
Free SMS Gatway API;null;No link;false;;false
Free WiFi Hotspot Finder;null;No link;false;;false
Free e commerce cart for facebook;null;No link;false;;false
Free eBooks Search;null;No link;false;;false
Free phone chat;null;No link;false;;false
Free sms;null;No link;false;;false
Free2IM Chat Translation;null;No link;false;;false
FreeAgent API;null;No link;false;;false
FreeCite API;null;No link;false;;false
FreeCovers.net API;null;No link;false;;false
FreeFax API;null;No link;false;;false
FreeGeoIP API;null;No link;false;;false
FreePlay API;http://freeplay.co/blog/;java.net.UnknownHostException;true;http://freeplay.co;false
FreeSMSBag API;null;No link;false;;false
FreeStockCharts API;null;No link;false;;false
FreeYourID API;null;No link;false;;false
Freebase API;null;No link;false;;false
Freebase Parallax;null;No link;false;;false
Freebase Sets;null;No link;false;;false
FreebieSMS API;http://freebiesms.blogspot.com/;-;true;http://blogspot.com;true
FreebieSMS Auto Dialer API;http://freebiesms.blogspot.com/;-;true;http://blogspot.com;true
Freecode Data API;http://freecode.com/blog;-;true;http://freecode.com;true
Freedb / CDDB API;null;No link;false;;false
Freedom800 API;null;No link;false;;false
FreedomSpeaks API;http://blog.freedomspeaks.com/;java.net.ConnectException;true;http://freedomspeaks.com;false
FreeflowTV;null;No link;false;;false
FreelanceApp;null;No link;false;;false
Freelancer API;null;No link;false;;false
Freenom API;null;No link;false;;false
Freesound API;null;No link;false;;false
Freespee API;http://blog.freespee.com/;-;false;;false
Freewebs API;null;No link;false;;false
FreightCenter API;null;No link;false;;false
Freizeit erleben;null;No link;false;;false
FrenSync;null;No link;false;;false
French Presidential Elections Map;null;No link;false;;false
French Properties;null;No link;false;;false
French Real Estate Mashup;null;No link;false;;false
French Real Estate and Jobs;null;No link;false;;false
Frengly Translation API;null;No link;false;;false
Frengo API;null;No link;false;;false
Fresh Horoscopes;null;No link;false;;false
Fresh Logic Atlas;null;No link;false;;false
Fresh Logic Studios Atlas GPS API;http://blogs.freshlogicstudios.com/;java.net.ConnectException;false;;false
FreshBooks API;http://feeds.feedburner.com/IntersectionOnline;-;true;http://feedburner.com;true
FreshBooks Notifier;null;No link;false;;false
FreshDesk API;http://blog.freshdesk.com/;-;true;http://freshdesk.com;true
Freshmeat API;http://freshmeat.net/blog;-;true;http://freshmeat.net;true
Friday-Ad API;null;No link;false;;false
Friend Explorer;null;No link;false;;false
Friend Fare Finder;null;No link;false;;false
FriendCompare;null;No link;false;;false
FriendFeed API;http://blog.friendfeed.com/;-;false;;false
FriendFeed Spy;null;No link;false;;false
FriendFeed Stats;null;No link;false;;false
FriendFeed and Box.net;null;No link;false;;false
FriendLens;null;No link;false;;false
FriendLocator;null;No link;false;;false
FriendLynx;null;No link;false;;false
FriendSurf API;null;No link;false;;false
Friendbinder;null;No link;false;;false
Friendcup;null;No link;false;;false
Friendfeed Dashboard;null;No link;false;;false
Friendfeed on Flex;null;No link;false;;false
Friendline;null;No link;false;;false
Friendly Audio;null;No link;false;;false
Friendpaste API;null;No link;false;;false
Friends Dashboard;null;No link;false;;false
Friendship Industries Secure Login API;null;No link;false;;false
Friendshirt;null;No link;false;;false
Friendster API;http://blog.friendster.com/;java.net.UnknownHostException;true;http://friendster.com;false
Frinly API;http://frin.ly/recommend/wordpress/;java.net.UnknownHostException;true;http://frin.ly;false
Frisbee Mashup;null;No link;false;;false
Frog Learning Platform API;null;No link;false;;false
From Refugee Camps to Princeton U;null;No link;false;;false
Frommer's Unlimited API;null;No link;false;;false
Front Desk & DocuSign;null;No link;false;;false
Front Door Daily Deals API;null;No link;false;;false
Frontier Airlines Word Wheel Local API;null;No link;false;;false
Frontlab API;null;No link;false;;false
Frtr;null;No link;false;;false
Frucall;null;No link;false;;false
Frugalmate;null;No link;false;;false
Frugalytics;null;No link;false;;false
Fruitmap API;null;No link;false;;false
Fspic API;null;No link;false;;false
Ftsee API;http://blog.ftsee.com/;-;true;http://ftsee.com;true
Fuel Efficient Cars for Sale;null;No link;false;;false
Fuel Your School (Chevron);null;No link;false;;false
FuelEconomy.gov API;null;No link;false;;false
FuelFrog API;null;No link;false;;false
FuelSurchargeIndex.org API;null;No link;false;;false
Fuerteventura Maps;null;No link;false;;false
Fugitive Finder;null;No link;false;;false
Fujifilm Smart Publishing API;null;No link;false;;false
Fulcrum API;http://blog.fulcrumapp.com/;-;true;http://fulcrumapp.com;true
Fulcrum Mobile API;null;No link;false;;false
Full Feeds Alliance;null;No link;false;;false
FullContact Card Reader API;http://www.fullcontact.com/blog/;javax.net.ssl.SSLHandshakeException;true;http://fullcontact.com;false
FullContact Disposable Email API;http://www.fullcontact.com/blog/;javax.net.ssl.SSLHandshakeException;true;http://fullcontact.com;false
FullContact Location API;http://www.fullcontact.com/blog/;javax.net.ssl.SSLHandshakeException;true;http://fullcontact.com;false
FullContact Name API;http://www.fullcontact.com/blog/;javax.net.ssl.SSLHandshakeException;true;http://fullcontact.com;false
FullContact Person API;http://www.fullcontact.com/blog/;javax.net.ssl.SSLHandshakeException;true;http://fullcontact.com;false
FullCourt Voice API;null;No link;false;;false
FullerData Fortune Cookie API;null;No link;false;;false
FullerData News API;null;No link;false;;false
Fullscreen Google Map Search;null;No link;false;;false
Fun Tourist Attractions;null;No link;false;;false
FunBeat;null;No link;false;;false
FunFriendFotos;null;No link;false;;false
FunPics;null;No link;false;;false
Funambol Cloud API;http://blog.funambol.com/;-;true;http://funambol.com;true
FuncNet API;http://funcnet.eu/news/;java.net.UnknownHostException;true;http://funcnet.eu;false
Fundoo Web;null;No link;false;;false
Fundpeak API;null;No link;false;;false
Fundraise.com API;http://blog.fundraise.com/;-;true;http://fundraise.com;true
Funny Or Flat;null;No link;false;;false
Funny Photo;null;No link;false;;false
Funny Vines - Thebestvines.tv;null;No link;false;;false
Funtimeplanner;null;No link;false;;false
Fupa Games API;null;No link;false;;false
Furk.net API;null;No link;false;;false
Furkot - free online road trip planner;null;No link;false;;false
Furlango - Local events and activities discovery service;null;No link;false;;false
FurnishedHomes;null;No link;false;;false
Furthere, Your Twitter Driven Weblog;null;No link;false;;false
FuseMail API;http://www.fusemail.com/blog;-;true;http://fusemail.com;true
Fusebill API;http://blog.fusebill.com/;javax.net.ssl.SSLHandshakeException;true;http://fusebill.com;false
Fusicology API;http://fusicology.com/news/;-;false;;false
FuturePrice Data API;null;No link;false;;false
FutureSimple Base API;http://blog.futuresimple.com/;javax.net.ssl.SSLHandshakeException;false;;false
Futurelytics API;http://www.futurelytics.com/;-;true;http://futurelytics.com;true
Futuremail API;null;No link;false;;false
Futweet;null;No link;false;;false
Futz.me and Twitter;null;No link;false;;false
Fuze Box API;null;No link;false;;false
Fuze Meeting and Box.net;null;No link;false;;false
Fuze Network API;http://blog.fuzenetwork.com/blog;java.net.ConnectException;true;http://fuzenetwork.com;false
Fuzwire;null;No link;false;;false
FuzzFind Web Search;null;No link;false;;false
Fvicon API;null;No link;false;;false
Fwix API;null;No link;false;;false
Fwix Local News API;null;No link;false;;false
Fwix Location API;http://blog.fwix.com/;-;false;;false
Fwix Wire API;null;No link;false;;false
FxFoto;null;No link;false;;false
FxSpyder API;null;No link;false;;false
Fyndiq API;http://fyndiq.se/blogg/;-;false;;false
Fyvr - An Amazon search with HTML5 goodness;null;No link;false;;false
G Adventures API;null;No link;false;;false
G-language GAE API;null;No link;false;;false
G2Reader API;null;No link;false;;false
G4M3 Twitter Flash Games;null;No link;false;;false
G4ng;null;No link;false;;false
G8L.US API;null;No link;false;;false
GAMEhud API;https://www.mygamehud.com/blog;-;false;;false
GB Rail Info API;null;No link;false;;false
GBR Direct API;null;No link;false;;false
GCDB Game Company Database;null;No link;false;;false
GEMET API;null;No link;false;;false
GEMStat API;null;No link;false;;false
GENESIS-Online API;null;No link;false;;false
GEOCONTEXT-Profiler;null;No link;false;;false
GEOPESCO;null;No link;false;;false
GEOSPAN API;null;No link;false;;false
GEPIR API;null;No link;false;;false
GG.com Tipzone Pro API;https://gg.com/blogs/;java.net.UnknownHostException;true;https://gg.com;false
GGTracker API;null;No link;false;;false
GHNS Desktop Exchange Service API;null;No link;false;;false
GIF Spinner;null;No link;false;;false
GILDA beamline API;null;No link;false;;false
GIS Cloud API;http://www.giscloud.com/blog/;-;false;;false
GIS Jobs Map;null;No link;false;;false
GLive Blog Reader;null;No link;false;;false
GLive RSS Reader;null;No link;false;;false
GMAD;null;No link;false;;false
GMOD API;null;No link;false;;false
GMT SMS API;null;No link;false;;false
GMap Friends;null;No link;false;;false
GMaps Flight Tracker;null;No link;false;;false
GNewsVision;null;No link;false;;false
GO DJ profile;null;No link;false;;false
GOOL.LI;null;No link;false;;false
GOP.gov API;null;No link;false;;false
GOR protein secondary structure prediction API;null;No link;false;;false
GOSO API;null;No link;false;;false
GPABook.com;null;No link;false;;false
GPS Explorer API;null;No link;false;;false
GPS Tour;null;No link;false;;false
GPS Tracks;null;No link;false;;false
GPSies API;http://blog.gpsies.com/;-;false;;false
GPSies.com;null;No link;false;;false
GPSit TrackFusion API;null;No link;false;;false
GPX Plotter;null;No link;false;;false
GRBHosts API;null;No link;false;;false
GREENCLOUDS API;null;No link;false;;false
GSA Per Diem API;http://gsablogs.gsa.gov/gsablog/;-;false;;false
GSLB.me API;null;No link;false;;false
GSMA OneAPI Location API;null;No link;false;;false
GSMA OneAPI MMS API;null;No link;false;;false
GSMA OneAPI Payment API;null;No link;false;;false
GSMA OneAPI Zonal Presence API;null;No link;false;;false
GTA XML API;null;No link;false;;false
GTFS Data Exchange API;null;No link;false;;false
GTmetrix API;null;No link;false;;false
GW2Spidy API;null;No link;false;;false
GXchart API;null;No link;false;;false
GYbrowse;null;No link;false;;false
GadgetSearch.net;null;No link;false;;false
GaggleAMP API;https://gaggleamp.com/blog;javax.net.ssl.SSLHandshakeException;false;;false
Gaglers API;http://gaglers.com/index.php/blog-2/;java.net.ConnectException;false;;false
GahooYoogle;null;No link;false;;false
GaiaSup API;null;No link;false;;false
Gaiagi Driver - 3D Driving Simulator;null;No link;false;;false
Gain Capital AutoEx Trading API;null;No link;false;;false
Gajeebo Search Aggregation Engine;null;No link;false;;false
GaliciaGlobal;null;No link;false;;false
Galleria.io API;null;No link;false;;false
Gallipoli Italian B-and-B Guide;null;No link;false;;false
Gama System Exchange Rates API;null;No link;false;;false
Gama System Stock Quotes API;null;No link;false;;false
Game Jolt API;null;No link;false;;false
Game Scootch;null;No link;false;;false
Game System Wars;null;No link;false;;false
Game of Ipsum API;null;No link;false;;false
Game of Thrones Map;null;No link;false;;false
GameAnalytics API;http://blog.gameanalytics.com/blog/;-;false;;false
GameBanana API;http://gamebanana.com/blogs;-;false;;false
GameHound;null;No link;false;;false
GamePro API;null;No link;false;;false
GameStamper Graph API;http://blog.gamestamper.com/;java.net.UnknownHostException;true;http://gamestamper.com;false
GameTripping.com Ballpark Guide;null;No link;false;;false
Gamedonia API;http://gamedonia.com/blog;-;false;;false
GamerCV API;null;No link;false;;false
GamerDNA Helix API;http://blog.gamerdna.com/;-;true;http://gamerdna.com;true
GamesRadar API;null;No link;false;;false
Gametator;null;No link;false;;false
Gameyola API;http://farm.gameyola.com/blog;java.net.ConnectException;false;;false
Gamify.WS API;null;No link;false;;false
Gandi Domain API;null;No link;false;;false
Gandi Hosting API;http://www.gandi.net/news;-;false;;false
GangstaMap;null;No link;false;;false
Gantto API;http://gantto.com/blog;-;false;;false
Garage Sale Application;null;No link;false;;false
Garage Sale Organizer;null;No link;false;;false
GarageTV API;null;No link;false;;false
GarbageScout;null;No link;false;;false
Garmin MotionBased API;null;No link;false;;false
Gas Price Map With BioDiesel;null;No link;false;;false
Gastro;null;No link;false;;false
Gastus API;null;No link;false;;false
Gatekrash API;null;No link;false;;false
Gatekrash Mobile;null;No link;false;;false
GatherContent API;null;No link;false;;false
GatorURL API;null;No link;false;;false
Gatsby;null;No link;false;;false
Gawker Stalker;null;No link;false;;false
Gawkk.com;null;No link;false;;false
Gay City Map of Madrid;null;No link;false;;false
Gay Guide Maps;null;No link;false;;false
Gaza Attack Timeline;null;No link;false;;false
Gbanga Puppetmaster API;http://blog.gbanga.com/;javax.net.ssl.SSLHandshakeException;false;;false
GdRd;null;No link;false;;false
Ge.tt API;http://ge.tt/blog;-;false;;false
GeOAP API;null;No link;false;;false
Gearbum;null;No link;false;;false
Gecko;null;No link;false;;false
Gecko Landmarks API;null;No link;false;;false
GeckoGo;null;No link;false;;false
Geckoboard API;http://blog.geckoboard.com/;-;false;;false
Geek Breakfast;null;No link;false;;false
Geek Shout Map;null;No link;false;;false
Geeklist API;null;No link;false;;false
GeiKnows;null;No link;false;;false
Genability API;http://blog.genability.com/;-;true;http://genability.com;true
Genband A2 API;null;No link;false;;false
Gender API;null;No link;false;;false
GenderAnalyzer;null;No link;false;;false
GeneCoDis2 API;null;No link;false;;false
GeneCruiser API;null;No link;false;;false
GeneProf API;null;No link;false;;false
Genealogy of Influence viewer;null;No link;false;;false
GenealogyCloud OneGreatFamily API;http://www.onegreatfamily.com/onegreatfamily-blog;-;true;http://onegreatfamily.com;true
General Land Office Records API;null;No link;false;;false
General Motors In-Vehicle API;null;No link;false;;false
General Motors Remote API;null;No link;false;;false
GenesisBulkSMS API;null;No link;false;;false
Genetics Home Reference API;null;No link;false;;false
Gengo Human Translation API;null;No link;false;;false
Gengo YouTube Translation;null;No link;false;;false
Geni API;http://www.geni.com/blog/;-;true;http://geni.com;true
Genie CashBox API;null;No link;false;;false
GenoLogics API;null;No link;false;;false
GenoPro API;null;No link;false;;false
Genome Maps API;null;No link;false;;false
GenomeMatrix API;null;No link;false;;false
GenomeNet Tools API;null;No link;false;;false
GenomeQuest API;null;No link;false;;false
Genomic Name Server API;null;No link;false;;false
Genre quiz;null;No link;false;;false
Geo;null;No link;false;;false
Geo Best-of YouTube;null;No link;false;;false
Geo Event Finder;null;No link;false;;false
Geo IP Lookup API;null;No link;false;;false
Geo IP Tool;null;No link;false;;false
Geo Location Atlas;null;No link;false;;false
Geo Messages;null;No link;false;;false
Geo Pinning;null;No link;false;;false
Geo Spots in Europe;null;No link;false;;false
Geo Talk;null;No link;false;;false
Geo Wiki Search;null;No link;false;;false
Geo!Suggest;null;No link;false;;false
Geo-Blog;null;No link;false;;false
Geo3DModelService API;null;No link;false;;false
GeoAdmin API;null;No link;false;;false
GeoAnts;null;No link;false;;false
GeoAstro API;null;No link;false;;false
GeoBirds;null;No link;false;;false
GeoCam;null;No link;false;;false
GeoCerts Reseller API;null;No link;false;;false
GeoChirp;null;No link;false;;false
GeoClique API;null;No link;false;;false
GeoCommunicator API;null;No link;false;;false
GeoData Demographics API;null;No link;false;;false
GeoDistance;null;No link;false;;false
GeoFeeling;null;No link;false;;false
GeoFlex888;null;No link;false;;false
GeoGratis API;null;No link;false;;false
GeoGuessr;null;No link;false;;false
GeoIPs API;null;No link;false;;false
GeoIQ API;null;No link;false;;false
GeoImpress;null;No link;false;;false
GeoJobs;null;No link;false;;false
GeoLoqal API;http://geoloqal.com/blog;org.jsoup.HttpStatusException;true;http://geoloqal.com;false
GeoMaker API;null;No link;false;;false
GeoMe API;null;No link;false;;false
GeoMeme;null;No link;false;;false
GeoMosh;null;No link;false;;false
GeoNB API;null;No link;false;;false
GeoNB Coordinate Transformation Service API;null;No link;false;;false
GeoNames API;http://geonames.wordpress.com/;-;false;;false
GeoNet Quake API;http://geonet-shakennotstirred.blogspot.com/;-;false;;false
GeoPet;null;No link;false;;false
GeoPix;null;No link;false;;false
GeoPix Fractal View;null;No link;false;;false
GeoRanker API;http://GeoRanker_Blog;java.net.UnknownHostException;false;;false
GeoReach Neighborhood API;null;No link;false;;false
GeoSmart API;null;No link;false;;false
GeoSms;null;No link;false;;false
GeoTool IP Lookup;null;No link;false;;false
GeoTwitter #ll;null;No link;false;;false
GeoTwitz;null;No link;false;;false
GeoURL Yahoo Mapping;null;No link;false;;false
GeoUpdater;null;No link;false;;false
GeoWhitepages.com Visualized White Pages;null;No link;false;;false
GeoWorldNews;null;No link;false;;false
Geobytes Ajax Autocomplete Cities List API;null;No link;false;;false
Geocaching API;http://blog.geocaching.com/;-;true;http://geocaching.com;true
Geocoda API;null;No link;false;;false
GeocodeFarm API;null;No link;false;;false
Geocoding Service for Korea API;null;No link;false;;false
Geocodio API;null;No link;false;;false
Geocubes Map Search;null;No link;false;;false
Geodata Service Demographics Web Service API;null;No link;false;;false
Geodrop API;null;No link;false;;false
Geoflake;null;No link;false;;false
Geognos World Countries API;null;No link;false;;false
Geograph API;null;No link;false;;false
Geograph Map Clusters for Google Maps;null;No link;false;;false
Geograph Photos;null;No link;false;;false
Geographic Book Reviews;null;No link;false;;false
Geographic Midpoint Calculator;null;No link;false;;false
Geographical Media;null;No link;false;;false
Geography Quiz;null;No link;false;;false
Geolenz API;null;No link;false;;false
Geolocalization;null;No link;false;;false
Geoloqi API;http://geoloqi.com/blog/;-;false;;false
Geolover;null;No link;false;;false
GeomaxService API;null;No link;false;;false
Geomena API;null;No link;false;;false
Geomentary;null;No link;false;;false
Geomium;null;No link;false;;false
Geomusic;null;No link;false;;false
Geopix;null;No link;false;;false
Geopointe;null;No link;false;;false
Geoportail API;null;No link;false;;false
Georeader;null;No link;false;;false
George Vustrey Weather API;null;No link;false;;false
Georgia Revenue Service WayBill API;null;No link;false;;false
Georgia Roads;null;No link;false;;false
Geosion mobile SMS API;null;No link;false;;false
Geoslideshow;null;No link;false;;false
Geosophic API;http://www.geosophic.com/blog/;-;true;http://geosophic.com;true
Geospeaker;null;No link;false;;false
GeotagIt;null;No link;false;;false
Geotagthings;null;No link;false;;false
Geotoko API;null;No link;false;;false
Geotwts;null;No link;false;;false
Geoviu;null;No link;false;;false
Geoviviendas;null;No link;false;;false
Geowake;null;No link;false;;false
Geowalk;null;No link;false;;false
Geowalk Light;null;No link;false;;false
GermTrax;null;No link;false;;false
German Bank Code Service API;null;No link;false;;false
German Travel and Vacations;null;No link;false;;false
German-Korean Dictionary;null;No link;false;;false
Get Better Diet Info: PubMed and Amazon.com Ratings;null;No link;false;;false
Get Directions;null;No link;false;;false
Get Exchange Rates API;null;No link;false;;false
Get Favicon API;null;No link;false;;false
Get Localization API;http://blog.getlocalization.com/;javax.net.ssl.SSLHandshakeException;false;;false
Get Me Listed API;http://blog.getmelisted.net/;-;true;http://getmelisted.net;true
Get My Tweets API;http://dannyscodesnippets.blogspot.co.uk/;-;false;;false
Get Rhythm;null;No link;false;;false
Get Satisfaction API;null;No link;false;;false
GetGlue API;http://blog.getglue.com/;-;false;;false
GetItNext eBay Search;null;No link;false;;false
GetMapping API;null;No link;false;;false
GetMobile API;null;No link;false;;false
GetParking;null;No link;false;;false
GetResponse API;null;No link;false;;false
GetSimple API;null;No link;false;;false
GetYourGuide API;http://blog.getyourguide.com/;-;false;;false
GetYourIDX API;http://blog.getyouridx.com/;-;true;http://getyouridx.com;true
Getafreelancer API;null;No link;false;;false
Getasms API;null;No link;false;;false
Getit Hot Deals API;null;No link;false;;false
Getpincode API;null;No link;false;;false
Getsocio API;http://getsocio.blogspot.com/;-;false;;false
Getting Homework Done API;http://blog.mashape.com/;-;false;;false
Getty Images Connect API;null;No link;false;;false
Getty Images Moodstream API;null;No link;false;;false
Ghana Stock Exchange API;null;No link;false;;false
Gharpay API;http://gharpay.in/blog/;-;false;;false
Ghent University Academic Bibliography API;null;No link;false;;false
Ghidul Turistic al Municipiului Bălţi;null;No link;false;;false
Ghost Logs;null;No link;false;;false
Giant Bomb API;null;No link;false;;false
Giddi;null;No link;false;;false
Gift Experience Day;null;No link;false;;false
Gift Finder;null;No link;false;;false
Gift or Not;null;No link;false;;false
GiftRocket Gift Card API;http://www.giftrocket.com/blog;-;false;;false
GiftedSMS API;null;No link;false;;false
Giftivo;null;No link;false;;false
Gifts Ideas Search;null;No link;false;;false
Gifts.com API;http://blog.gifts.com/;java.net.ConnectException;false;;false
GigJunkie API;null;No link;false;;false
GigMasters API;http://blog.gigmasters.com/;-;true;http://gigmasters.com;true
GigPark API;null;No link;false;;false
GigaTools API;http://blog.gigatools.com/;-;true;http://gigatools.com;true
Gigabark API;null;No link;false;;false
Gigablast API;null;No link;false;;false
Gigahost API;https://gigahost.dk/en/blog;-;false;;false
Gigatribe API;http://gigatribe.wordpress.com/;-;false;;false
Gigfreaks;null;No link;false;;false
Gigometer;null;No link;false;;false
Gigpig;null;No link;false;;false
Gigulate API;http://gigulate.com/news/;javax.net.ssl.SSLHandshakeException;false;;false
Gigwalk API;http://blog.gigwalk.com/;-;false;;false
Gigya API;http://blog.gigya.com/;-;false;;false
Gilt Groupe API;null;No link;false;;false
Gimahhot Shopping API;http://blog.gimahhot.de/;-;false;;false
Gimme Bar API;null;No link;false;;false
Gimme Shiny;null;No link;false;;false
Gimmie API;http://www.gimmieworld.com/news-events/;-;false;;false
Gink API;null;No link;false;;false
Ginzametrics API;http://ginzametrics.com/blog.html;javax.net.ssl.SSLHandshakeException;false;;false
Giphy API;http://blog.giphy.com/;-;false;;false
Gipuzkoa API;null;No link;false;;false
GirlFriend X;null;No link;false;;false
Gistpoint API;null;No link;false;;false
GitHub API;http://github.com/blog;-;false;;false
GitHub Jobs API;null;No link;false;;false
GitHub Watches;null;No link;false;;false
Gittip API;http://blog.gittip.com/;-;false;;false
Give 1 Get 2: Moneybookers Exchange;null;No link;false;;false
Give Earth a Hand;null;No link;false;;false
GiveALink API;null;No link;false;;false
Given.to API;null;No link;false;;false
Giveness;null;No link;false;;false
Giverny France Hotels;null;No link;false;;false
Givezilla;null;No link;false;;false
Giving Impact API;http://mod-lab.com/blog/file/giving-impact/;javax.net.ssl.SSLHandshakeException;false;;false
Glam Apps Platform API;null;No link;false;;false
Glancely;null;No link;false;;false
Glastonbury 2009 Lineup Mashup;null;No link;false;;false
GleSYS API;null;No link;false;;false
Glen Abbey Golf Club Photo Album API;null;No link;false;;false
Gliffy API;http://www.gliffy.com/blog/;javax.net.ssl.SSLHandshakeException;false;;false
Glimt API;https://sites.google.com/site/glimtcom/blog;-;false;;false
Glitch API;http://www.glitch.com/blog/;-;true;http://glitch.com;true
GlobPlotter API;null;No link;false;;false
Global Biodiversity Information Facility API;null;No link;false;;false
Global Coordinate;null;No link;false;;false
Global Corporate Challenge;null;No link;false;;false
Global Currents Pipeline API;http://globalcurrents.org/blog/;org.jsoup.HttpStatusException;true;http://globalcurrents.org;false
Global Flickr;null;No link;false;;false
Global Flood Map;null;No link;false;;false
Global Giving API;null;No link;false;;false
Global IP Sound API;null;No link;false;;false
